InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Stock,Revenue,NetProfit,TotalSales,NetSales,DiscountAmount,TotalPrice,Year,Month,CustomerSegment,Margin,DaysSince,LossFlag
113233,SKU_1918,Headphones,2,2020-09-20 20:00:00,15.51,26693.0,Spain,0.41,Credit Card,18.08,Electronics,In-store,Not Returned,UPS,Paris,Medium,1918,18.3,0.2,31.0,18.3,12.7,36.4,2020,Sep,Bronze,1.2,1923,NO
113261,SKU_1392,T-shirt,22,2020-08-15 05:00:00,26.8,79436.0,United Kingdom,0.01,Paypall,27.25,Apparel,Online,Not Returned,FedEx,London,High,1392,583.7,556.5,589.6,583.7,5.9,611.0,2020,Aug,Silver,95.3,1959,NO
113261,SKU_1635,Desk Lamp,4,2024-11-21 07:00:00,34.51,43992.0,Germany,0.31,Paypall,10.39,Furniture,Online,Not Returned,Royal Mail,Rome,High,1635,95.2,84.9,138.0,95.2,42.8,105.6,2024,Nov,Bronze,89.1,400,NO
113265,SKU_1715,Office Chair,38,2021-03-08 05:00:00,96.27,30719.0,Italy,0.5,Credit Card,28.52,Furniture,Online,Not Returned,UPS,Berlin,High,1715,1829.1,1800.6,3658.3,1829.1,1829.1,1857.6,2021,Mar,Platinum,98.4,1754,NO
113269,SKU_1034,T-shirt,42,2024-05-28 10:00:00,89.13,93075.0,Sweden,0.27,Paypall,22.6,Apparel,In-store,Not Returned,FedEx,Berlin,High,1034,2732.7,2710.1,3743.5,2732.7,1010.7,2755.3,2024,May,Platinum,99.2,577,NO
113277,SKU_1230,USB Cable,36,2024-08-09 20:00:00,82.54,36372.0,France,0.15,Bank Transfer,26.58,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,1230,2525.7,2499.1,2971.4,2525.7,445.7,2552.3,2024,Aug,Platinum,98.9,504,NO
113288,SKU_1762,USB Cable,34,2021-02-13 15:00:00,95.05,19145.0,Australia,0.15,Credit Card,28.37,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium,1762,2746.9,2718.6,3231.7,2746.9,484.8,2775.3,2021,Feb,Platinum,99.0,1777,NO
113292,SKU_1978,USB Cable,33,2023-09-17 18:00:00,5.74,66677.0,Netherlands,0.47,Credit Card,20.1,Electronics,Online,Not Returned,DHL,Amsterdam,Medium,1978,100.4,80.3,189.4,100.4,89.0,120.5,2023,Sep,Bronze,80.0,831,NO
113302,SKU_1153,Wireless Mouse,17,2024-04-22 17:00:00,68.04,48446.0,Italy,0.43,Paypall,15.53,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium,1153,659.3,643.8,1156.7,659.3,497.4,674.8,2024,Apr,Gold,97.6,613,NO
113338,SKU_1515,Notebook,18,2021-12-25 15:00:00,80.8,31076.0,United Kingdom,0.1,Paypall,6.76,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low,1515,1309.0,1302.2,1454.4,1309.0,145.4,1315.7,2021,Dec,Gold,99.5,1462,NO
113369,SKU_1406,T-shirt,14,2023-10-21 06:00:00,60.19,17197.0,Australia,0.3,Credit Card,25.29,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low,1406,589.9,564.6,842.7,589.9,252.8,615.2,2023,Oct,Silver,95.7,797,NO
113376,SKU_1036,White Mug,39,2024-02-03 19:00:00,56.98,52391.0,Spain,0.16,Paypall,25.4,Home & Kitchen,Online,Returned,Royal Mail,Rome,Medium,1036,1866.7,1841.3,2222.2,1866.7,355.6,1892.1,2024,Feb,Platinum,98.6,692,NO
113409,SKU_1724,Headphones,31,2024-02-28 22:00:00,68.81,72954.0,Italy,0.39,Credit Card,29.02,Electronics,In-store,Not Returned,DHL,London,High,1724,1301.2,1272.2,2133.1,1301.2,831.9,1330.2,2024,Feb,Platinum,97.8,666,NO
113417,SKU_1272,Notebook,37,2024-06-23 11:00:00,53.6,38970.0,Italy,0.14,Credit Card,15.12,Stationery,In-store,Not Returned,FedEx,Rome,Low,1272,1705.6,1690.4,1983.2,1705.6,277.6,1720.7,2024,Jun,Gold,99.1,551,NO
113423,SKU_1066,Desk Lamp,10,2022-08-10 06:00:00,57.56,88170.0,Belgium,0.34,Paypall,15.48,Furniture,Online,Not Returned,DHL,Amsterdam,Medium,1066,379.9,364.4,575.6,379.9,195.7,395.4,2022,Aug,Silver,95.9,1234,NO
113440,SKU_1276,Wall Clock,47,2020-12-29 02:00:00,73.91,40703.0,Italy,0.4,Credit Card,28.4,Home Decor,Online,Not Returned,Royal Mail,Amsterdam,Low,1276,2084.3,2055.9,3473.8,2084.3,1389.5,2112.7,2020,Dec,Platinum,98.6,1823,NO
113448,SKU_1721,Desk Lamp,40,2022-07-21 08:00:00,83.98,67469.0,United States,0.04,Paypall,14.63,Furniture,Online,Not Returned,UPS,Paris,High,1721,3224.8,3210.2,3359.2,3224.8,134.4,3239.5,2022,Jul,Platinum,99.5,1254,NO
113549,SKU_1038,Desk Lamp,27,2024-03-15 00:00:00,15.52,,Portugal,0.38,Bank Transfer,12.12,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,1038,259.8,247.7,419.0,259.8,159.2,271.9,2024,Mar,Silver,95.3,651,NO
113570,SKU_1496,Headphones,26,2023-05-18 04:00:00,41.54,68072.0,Spain,0.21,Credit Card,11.41,Electronics,Online,Returned,FedEx,Berlin,Medium,1496,853.2,841.8,1080.0,853.2,226.8,864.6,2023,May,Gold,98.7,953,NO
113580,SKU_1963,White Mug,31,2021-12-05 07:00:00,29.65,90713.0,Spain,0.22,Credit Card,29.9,Home & Kitchen,In-store,Not Returned,Royal Mail,Rome,Low,1963,716.9,687.0,919.2,716.9,202.2,746.8,2021,Dec,Silver,95.8,1482,NO
113613,SKU_1547,USB Cable,45,2023-12-27 13:00:00,81.3,62680.0,United Kingdom,0.35,Bank Transfer,8.6,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High,1547,2378.0,2369.4,3658.5,2378.0,1280.5,2386.6,2023,Dec,Platinum,99.6,730,NO
113635,SKU_1509,Backpack,5,2024-02-28 20:00:00,93.58,70533.0,Germany,0.11,Bank Transfer,17.09,Accessories,In-store,Not Returned,Royal Mail,London,Low,1509,416.4,399.3,467.9,416.4,51.5,433.5,2024,Feb,Silver,95.9,667,NO
113672,SKU_1207,Desk Lamp,45,2021-12-30 16:00:00,38.94,76823.0,Germany,0.08,Paypall,26.07,Furniture,Online,Not Returned,DHL,Rome,High,1207,1612.1,1586.0,1752.3,1612.1,140.2,1638.2,2021,Dec,Gold,98.4,1457,NO
113698,SKU_1263,Wall Clock,25,2022-02-05 04:00:00,53.63,77378.0,Sweden,0.27,Credit Card,12.24,Home Decor,In-store,Not Returned,DHL,London,Low,1263,978.7,966.5,1340.8,978.7,362.0,991.0,2022,Feb,Gold,98.7,1420,NO
113699,SKU_1653,Blue Pen,27,2024-07-02 16:00:00,53.61,77257.0,United States,0.26,Credit Card,26.74,Stationery,Online,Not Returned,FedEx,London,Low,1653,1071.1,1044.4,1447.5,1071.1,376.3,1097.9,2024,Jul,Gold,97.5,542,NO
113703,SKU_1971,White Mug,46,2021-04-05 09:00:00,79.3,80460.0,Norway,0.35,Paypall,15.8,Home & Kitchen,Online,Returned,DHL,London,High,1971,2371.1,2355.3,3647.8,2371.1,1276.7,2386.9,2021,Apr,Platinum,99.3,1726,NO
113731,SKU_1836,Wireless Mouse,18,2021-01-27 14:00:00,25.15,30798.0,Portugal,0.22,Paypall,13.14,Electronics,Online,Not Returned,FedEx,Berlin,Medium,1836,353.1,340.0,452.7,353.1,99.6,366.2,2021,Jan,Silver,96.3,1794,NO
113763,SKU_1540,Headphones,43,2023-11-26 20:00:00,49.66,51131.0,Norway,0.22,Paypall,8.19,Electronics,In-store,Not Returned,FedEx,Berlin,Low,1540,1665.6,1657.4,2135.4,1665.6,469.8,1673.8,2023,Nov,Platinum,99.5,761,NO
113767,SKU_1908,Blue Pen,8,2024-01-22 21:00:00,14.34,65635.0,United States,0.35,Paypall,18.59,Stationery,Online,Not Returned,DHL,Rome,Low,1908,74.6,56.0,114.7,74.6,40.2,93.2,2024,Jan,Bronze,75.1,703,NO
113780,SKU_1343,Headphones,22,2020-09-26 04:00:00,51.02,59152.0,Sweden,0.25,Credit Card,26.21,Electronics,In-store,Returned,UPS,London,High,1343,841.8,815.6,1122.4,841.8,280.6,868.0,2020,Sep,Gold,96.9,1917,NO
113790,SKU_1951,Backpack,49,2023-09-04 07:00:00,3.97,66948.0,Belgium,0.39,Paypall,13.4,Accessories,In-store,Returned,FedEx,Rome,Low,1951,118.7,105.3,194.5,118.7,75.9,132.1,2023,Sep,Bronze,88.7,844,NO
113796,SKU_1266,Wireless Mouse,23,2024-03-21 09:00:00,41.97,18071.0,Portugal,0.16,Paypall,7.99,Electronics,In-store,Not Returned,DHL,London,High,1266,810.9,802.9,965.3,810.9,154.4,818.9,2024,Mar,Silver,99.0,645,NO
113807,SKU_1951,USB Cable,33,2020-02-02 00:00:00,1.77,36704.0,Spain,0.23,Bank Transfer,5.76,Electronics,In-store,Not Returned,FedEx,Rome,High,1951,45.0,39.2,58.4,45.0,13.4,50.7,2020,Feb,Bronze,87.2,2154,NO
113825,SKU_1906,USB Cable,2,2025-01-09 13:00:00,13.14,72302.0,Sweden,0.28,Bank Transfer,6.2,Electronics,Online,Not Returned,DHL,Amsterdam,Low,1906,18.9,12.7,26.3,18.9,7.4,25.1,2025,Jan,Bronze,67.2,351,NO
113869,SKU_1085,Desk Lamp,20,2022-07-13 08:00:00,76.43,24842.0,Spain,0.35,Bank Transfer,19.99,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium,1085,993.6,973.6,1528.6,993.6,535.0,1013.6,2022,Jul,Gold,98.0,1262,NO
113877,SKU_1745,T-shirt,4,2021-04-23 21:00:00,54.83,39183.0,United States,0.32,Bank Transfer,11.4,Apparel,In-store,Not Returned,DHL,Amsterdam,High,1745,149.1,137.7,219.3,149.1,70.2,160.5,2021,Apr,Bronze,92.4,1707,NO
113882,SKU_1643,Desk Lamp,46,2023-04-16 00:00:00,27.54,52645.0,United States,0.13,Paypall,5.88,Furniture,Online,Not Returned,Royal Mail,Berlin,Medium,1643,1102.2,1096.3,1266.8,1102.2,164.7,1108.0,2023,Apr,Gold,99.5,985,NO
113891,SKU_1637,Desk Lamp,2,2023-07-25 00:00:00,6.76,42985.0,Australia,0.37,Credit Card,22.47,Furniture,In-store,Not Returned,UPS,Rome,Medium,1637,8.5,-14.0,13.5,8.5,5.0,31.0,2023,Jul,Bronze,-163.8,885,YES
113898,SKU_1932,Wireless Mouse,48,2023-01-05 23:00:00,39.56,63753.0,Germany,0.16,Credit Card,18.74,Electronics,In-store,Not Returned,UPS,Paris,Low,1932,1595.1,1576.3,1898.9,1595.1,303.8,1613.8,2023,Jan,Gold,98.8,1085,NO
113916,SKU_1112,Desk Lamp,40,2025-02-16 07:00:00,21.34,64538.0,Spain,0.44,Paypall,23.59,Furniture,In-store,Not Returned,Royal Mail,London,Medium,1112,478.0,454.4,853.6,478.0,375.6,501.6,2025,Feb,Silver,95.1,313,NO
113944,SKU_1272,Wireless Mouse,2,2022-05-16 07:00:00,47.78,14166.0,United States,0.42,Bank Transfer,8.16,Electronics,In-store,Not Returned,UPS,Paris,High,1272,55.4,47.3,95.6,55.4,40.1,63.6,2022,May,Bronze,85.3,1320,NO
113986,SKU_1633,T-shirt,6,2020-01-06 09:00:00,39.39,43069.0,United Kingdom,0.29,Bank Transfer,9.85,Apparel,In-store,Not Returned,DHL,Rome,Medium,1633,167.8,158.0,236.3,167.8,68.5,177.7,2020,Jan,Bronze,94.1,2181,NO
113987,SKU_1067,Wireless Mouse,33,2023-07-15 10:00:00,18.95,73470.0,Sweden,0.03,Bank Transfer,29.56,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,1067,606.6,577.0,625.4,606.6,18.8,636.1,2023,Jul,Silver,95.1,895,NO
114012,SKU_1885,Headphones,39,2025-02-18 22:00:00,86.12,,Germany,0.41,Credit Card,7.45,Electronics,Online,Not Returned,DHL,Rome,Low,1885,1981.6,1974.2,3358.7,1981.6,1377.1,1989.1,2025,Feb,Platinum,99.6,310,NO
114017,SKU_1544,Wall Clock,36,2023-09-12 17:00:00,73.4,,United Kingdom,0.04,Bank Transfer,23.8,Home Decor,In-store,Not Returned,DHL,,Low,1544,2536.7,2512.9,2642.4,2536.7,105.7,2560.5,2023,Sep,Platinum,99.1,836,NO
114040,SKU_1713,USB Cable,21,2024-01-08 17:00:00,71.89,38174.0,Spain,0.11,Bank Transfer,8.27,Electronics,In-store,Not Returned,UPS,Rome,High,1713,1343.6,1335.4,1509.7,1343.6,166.1,1351.9,2024,Jan,Gold,99.4,718,NO
114060,SKU_1987,USB Cable,29,2020-02-23 01:00:00,14.93,35287.0,Italy,0.33,Bank Transfer,14.55,Electronics,In-store,Not Returned,UPS,London,Low,1987,290.1,275.5,433.0,290.1,142.9,304.6,2020,Feb,Silver,95.0,2133,NO
114082,SKU_1646,Desk Lamp,27,2025-04-26 10:00:00,57.12,31933.0,Germany,0.27,Bank Transfer,24.52,Furniture,In-store,Not Returned,FedEx,Paris,High,1646,1125.8,1101.3,1542.2,1125.8,416.4,1150.4,2025,Apr,Gold,97.8,244,NO
114126,SKU_1686,White Mug,19,2021-07-30 00:00:00,99.27,24729.0,Sweden,0.11,Credit Card,15.67,Home & Kitchen,In-store,Not Returned,Royal Mail,Amsterdam,High,1686,1678.7,1663.0,1886.1,1678.7,207.5,1694.3,2021,Jul,Gold,99.1,1610,NO
114153,SKU_1085,Blue Pen,43,2020-02-26 16:00:00,72.18,31288.0,Belgium,0.06,Paypall,28.06,Stationery,Online,Not Returned,FedEx,Paris,Medium,1085,2917.5,2889.5,3103.7,2917.5,186.2,2945.6,2020,Feb,Platinum,99.0,2130,NO
114202,SKU_1509,Blue Pen,44,2023-03-26 18:00:00,30.98,78631.0,Italy,0.47,Credit Card,19.35,Stationery,Online,Not Returned,DHL,London,High,1509,722.5,703.1,1363.1,722.5,640.7,741.8,2023,Mar,Gold,97.3,1006,NO
114202,SKU_1503,Office Chair,49,2025-08-26 08:00:00,61.84,42039.0,Italy,0.37,Bank Transfer,19.09,Furniture,Online,Not Returned,Royal Mail,London,High,1503,1909.0,1889.9,3030.2,1909.0,1121.2,1928.1,2025,Aug,Platinum,99.0,122,NO
114248,SKU_1797,USB Cable,30,2024-12-09 06:00:00,35.22,24187.0,Netherlands,0.02,Paypall,24.54,Electronics,In-store,Not Returned,FedEx,Rome,Medium,1797,1035.5,1010.9,1056.6,1035.5,21.1,1060.0,2024,Dec,Gold,97.6,382,NO
114260,SKU_1684,Desk Lamp,40,2021-06-15 09:00:00,2.88,77490.0,Sweden,0.28,Paypall,12.81,Furniture,Online,Not Returned,FedEx,Amsterdam,Low,1684,82.9,70.1,115.2,82.9,32.3,95.8,2021,Jun,Bronze,84.6,1655,NO
114284,SKU_1112,Wireless Mouse,29,2023-07-13 02:00:00,69.1,37219.0,Portugal,0.23,Credit Card,12.54,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium,1112,1543.0,1530.5,2003.9,1543.0,460.9,1555.5,2023,Jul,Gold,99.2,897,NO
114316,SKU_1830,White Mug,7,2025-03-30 12:00:00,38.47,29296.0,Belgium,0.38,Credit Card,9.23,Home & Kitchen,In-store,Not Returned,UPS,Rome,High,1830,167.0,157.7,269.3,167.0,102.3,176.2,2025,Mar,Bronze,94.5,271,NO
114332,SKU_1179,White Mug,2,2023-05-04 15:00:00,22.02,65071.0,Belgium,0.15,Credit Card,16.36,Home & Kitchen,In-store,Not Returned,FedEx,Amsterdam,Low,1179,37.4,21.1,44.0,37.4,6.6,53.8,2023,May,Bronze,56.3,967,NO
114382,SKU_1409,Blue Pen,20,2020-02-26 01:00:00,32.2,68300.0,Sweden,0.46,Paypall,21.63,Stationery,In-store,Not Returned,Royal Mail,Berlin,Medium,1409,347.8,326.1,644.0,347.8,296.2,369.4,2020,Feb,Silver,93.8,2130,NO
114389,SKU_1727,Wall Clock,48,2020-10-25 14:00:00,32.34,41103.0,Spain,0.29,Bank Transfer,24.01,Home Decor,In-store,Not Returned,FedEx,Paris,Medium,1727,1102.1,1078.1,1552.3,1102.1,450.2,1126.2,2020,Oct,Gold,97.8,1888,NO
114390,SKU_1107,Wall Clock,48,2021-01-17 09:00:00,69.82,52502.0,Sweden,0.05,Paypall,16.38,Home Decor,Online,Not Returned,UPS,Amsterdam,Medium,1107,3183.8,3167.4,3351.4,3183.8,167.6,3200.2,2021,Jan,Platinum,99.5,1804,NO
114407,SKU_1226,Wireless Mouse,26,2022-01-01 07:00:00,93.1,20169.0,Norway,0.03,Credit Card,29.81,Electronics,Online,Returned,UPS,Berlin,High,1226,2348.0,2318.2,2420.6,2348.0,72.6,2377.8,2022,Jan,Platinum,98.7,1455,NO
114425,SKU_1309,Wireless Mouse,8,2022-03-07 17:00:00,34.76,10716.0,Germany,0.18,Paypall,9.43,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High,1309,228.0,218.6,278.1,228.0,50.1,237.5,2022,Mar,Bronze,95.9,1390,NO
114426,SKU_1503,Headphones,19,2025-06-17 00:00:00,49.2,13437.0,Germany,0.36,Paypall,25.69,Electronics,Online,Not Returned,UPS,London,Medium,1503,598.3,572.6,934.8,598.3,336.5,624.0,2025,Jun,Silver,95.7,192,NO
114429,SKU_1928,Backpack,38,2021-04-10 16:00:00,66.16,47063.0,Spain,0.39,Paypall,20.56,Accessories,Online,Not Returned,DHL,Paris,Medium,1928,1533.6,1513.0,2514.1,1533.6,980.5,1554.1,2021,Apr,Platinum,98.7,1721,NO
114433,SKU_1507,Blue Pen,10,2025-05-19 21:00:00,60.48,40046.0,France,0.01,Paypall,19.2,Stationery,Online,Not Returned,DHL,London,High,1507,598.8,579.6,604.8,598.8,6.0,618.0,2025,May,Silver,96.8,220,NO
114439,SKU_1165,Blue Pen,33,2021-07-05 05:00:00,31.23,70716.0,Sweden,0.37,Paypall,6.94,Stationery,Online,Not Returned,Royal Mail,Paris,Medium,1165,649.3,642.3,1030.6,649.3,381.3,656.2,2021,Jul,Silver,98.9,1635,NO
114506,SKU_1840,Headphones,45,2020-11-11 06:00:00,49.4,13289.0,United States,0.24,Credit Card,25.38,Electronics,Online,Not Returned,FedEx,Amsterdam,High,1840,1689.5,1664.1,2223.0,1689.5,533.5,1714.9,2020,Nov,Platinum,98.5,1871,NO
114508,SKU_1632,Headphones,39,2025-08-29 12:00:00,14.68,55874.0,United States,0.11,Paypall,6.81,Electronics,Online,Not Returned,FedEx,Paris,High,1632,509.5,502.7,572.5,509.5,63.0,516.4,2025,Aug,Silver,98.7,119,NO
114538,SKU_1159,Office Chair,34,2024-12-27 09:00:00,51.05,93723.0,Spain,0.4,Bank Transfer,14.97,Furniture,Online,Not Returned,UPS,London,Low,1159,1041.4,1026.4,1735.7,1041.4,694.3,1056.4,2024,Dec,Gold,98.6,364,NO
114551,SKU_1395,Wall Clock,47,2021-09-24 03:00:00,17.67,16769.0,Netherlands,0.32,Paypall,24.48,Home Decor,Online,Not Returned,Royal Mail,Berlin,Medium,1395,564.7,540.3,830.5,564.7,265.8,589.2,2021,Sep,Silver,95.7,1554,NO
114559,SKU_1341,Blue Pen,3,2023-10-21 20:00:00,17.02,89586.0,Spain,0.16,Paypall,10.68,Stationery,Online,Not Returned,FedEx,Rome,Low,1341,42.9,32.2,51.1,42.9,8.2,53.6,2023,Oct,Bronze,75.1,797,NO
114568,SKU_1007,Blue Pen,15,2022-01-02 08:00:00,47.92,50742.0,Australia,0.05,Bank Transfer,8.36,Stationery,Online,Not Returned,Royal Mail,London,Medium,1007,682.9,674.5,718.8,682.9,35.9,691.2,2022,Jan,Silver,98.8,1454,NO
114570,SKU_1188,Desk Lamp,21,2023-03-06 23:00:00,40.27,82237.0,France,0.5,Paypall,28.71,Furniture,In-store,Not Returned,UPS,Paris,Low,1188,422.8,394.1,845.7,422.8,422.8,451.5,2023,Mar,Silver,93.2,1025,NO
114588,SKU_1611,Office Chair,6,2021-08-05 14:00:00,5.1,64081.0,Italy,0.26,Bank Transfer,10.42,Furniture,Online,Returned,UPS,Paris,High,1611,22.6,12.2,30.6,22.6,8.0,33.1,2021,Aug,Bronze,54.0,1604,NO
114601,SKU_1056,Wireless Mouse,11,2025-06-25 07:00:00,51.52,96186.0,France,0.48,Bank Transfer,20.26,Electronics,In-store,Returned,DHL,Berlin,High,1056,294.7,274.4,566.7,294.7,272.0,315.0,2025,Jun,Silver,93.1,184,NO
114612,SKU_1339,Blue Pen,19,2024-05-26 23:00:00,78.33,82798.0,United Kingdom,0.0,Bank Transfer,8.51,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium,1339,1488.3,1479.8,1488.3,1488.3,0.0,1496.8,2024,May,Gold,99.4,578,NO
114629,SKU_1751,T-shirt,41,2022-06-07 21:00:00,28.34,,Germany,0.09,Bank Transfer,20.43,Apparel,In-store,Not Returned,UPS,,High,1751,1057.4,1036.9,1161.9,1057.4,104.6,1077.8,2022,Jun,Gold,98.1,1297,NO
114633,SKU_1324,Backpack,39,2021-08-11 14:00:00,47.35,75498.0,Australia,0.11,Paypall,26.98,Accessories,In-store,Not Returned,FedEx,Berlin,Low,1324,1643.5,1616.5,1846.6,1643.5,203.1,1670.5,2021,Aug,Gold,98.4,1598,NO
114674,SKU_1267,Wall Clock,4,2023-06-26 11:00:00,22.5,69455.0,Portugal,0.47,Paypall,12.81,Home Decor,Online,Returned,UPS,Rome,High,1267,47.7,34.9,90.0,47.7,42.3,60.5,2023,Jun,Bronze,73.1,914,NO
114677,SKU_1132,Blue Pen,15,2021-07-01 11:00:00,25.18,70075.0,United States,0.21,Credit Card,6.67,Stationery,Online,Not Returned,DHL,Paris,Low,1132,298.4,291.7,377.7,298.4,79.3,305.1,2021,Jul,Silver,97.8,1639,NO
114679,SKU_1306,Wireless Mouse,17,2024-03-09 18:00:00,64.01,49499.0,Sweden,0.23,Paypall,16.65,Electronics,In-store,Returned,FedEx,Paris,Medium,1306,837.9,821.2,1088.2,837.9,250.3,854.5,2024,Mar,Gold,98.0,657,NO
114698,SKU_1723,Desk Lamp,19,2024-12-12 08:00:00,80.38,,France,0.06,Paypall,5.22,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium,1723,1435.6,1430.4,1527.2,1435.6,91.6,1440.8,2024,Dec,Gold,99.6,379,NO
114702,SKU_1532,Headphones,46,2025-05-20 05:00:00,58.62,55953.0,Germany,0.43,Paypall,27.38,Electronics,Online,Not Returned,DHL,Paris,Low,1532,1537.0,1509.6,2696.5,1537.0,1159.5,1564.4,2025,May,Platinum,98.2,220,NO
114716,SKU_1270,USB Cable,8,2021-07-19 07:00:00,73.52,55088.0,Netherlands,0.2,Paypall,23.62,Electronics,In-store,Not Returned,UPS,Rome,Low,1270,470.5,446.9,588.2,470.5,117.6,494.1,2021,Jul,Silver,95.0,1621,NO
114743,SKU_1012,USB Cable,29,2024-03-21 21:00:00,86.4,72452.0,France,0.24,Bank Transfer,24.26,Electronics,In-store,Not Returned,UPS,Paris,Low,1012,1904.3,1880.0,2505.6,1904.3,601.3,1928.5,2024,Mar,Platinum,98.7,644,NO
114787,SKU_1557,Blue Pen,45,2024-01-03 12:00:00,75.48,92862.0,United States,0.36,Credit Card,23.2,Stationery,Online,Not Returned,DHL,London,High,1557,2173.8,2150.6,3396.6,2173.8,1222.8,2197.0,2024,Jan,Platinum,98.9,723,NO
114859,SKU_1002,White Mug,11,2020-10-21 02:00:00,40.37,48736.0,Australia,0.31,Credit Card,5.08,Home & Kitchen,Online,Not Returned,FedEx,Rome,Low,1002,306.4,301.3,444.1,306.4,137.7,311.5,2020,Oct,Silver,98.3,1892,NO
114864,SKU_1035,Headphones,21,2023-09-01 04:00:00,7.22,93777.0,Norway,0.04,Bank Transfer,8.69,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium,1035,145.6,136.9,151.6,145.6,6.1,154.2,2023,Sep,Bronze,94.0,847,NO
114866,SKU_1076,Blue Pen,44,2023-06-17 18:00:00,49.22,,United Kingdom,0.18,Paypall,8.1,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium,1076,1775.9,1767.8,2165.7,1775.9,389.8,1784.0,2023,Jun,Platinum,99.5,923,NO
114927,SKU_1695,Blue Pen,30,2024-02-29 20:00:00,75.73,48486.0,Norway,0.36,Bank Transfer,5.3,Stationery,In-store,Not Returned,UPS,London,Low,1695,1454.0,1448.7,2271.9,1454.0,817.9,1459.3,2024,Feb,Platinum,99.6,666,NO
114987,SKU_1456,Office Chair,34,2023-06-13 04:00:00,61.8,22333.0,Australia,0.16,Paypall,22.51,Furniture,Online,Not Returned,Royal Mail,London,Medium,1456,1765.0,1742.5,2101.2,1765.0,336.2,1787.5,2023,Jun,Platinum,98.7,927,NO
114990,SKU_1006,Blue Pen,22,2022-04-22 00:00:00,11.85,80193.0,Germany,0.31,Bank Transfer,16.23,Stationery,In-store,Not Returned,DHL,Berlin,High,1006,179.9,163.7,260.7,179.9,80.8,196.1,2022,Apr,Bronze,91.0,1344,NO
114995,SKU_1042,Blue Pen,19,2020-09-06 04:00:00,89.99,75109.0,Australia,0.09,Credit Card,15.09,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low,1042,1555.9,1540.8,1709.8,1555.9,153.9,1571.0,2020,Sep,Gold,99.0,1937,NO
115009,SKU_1229,Backpack,7,2023-11-01 13:00:00,65.17,36523.0,United States,0.02,Bank Transfer,13.52,Accessories,In-store,Not Returned,Royal Mail,Paris,Medium,1229,447.1,433.5,456.2,447.1,9.1,460.6,2023,Nov,Silver,97.0,786,NO
115021,SKU_1803,Wall Clock,18,2021-09-21 00:00:00,84.88,88348.0,United Kingdom,0.13,Paypall,23.99,Home Decor,In-store,Not Returned,UPS,Amsterdam,High,1803,1329.2,1305.2,1527.8,1329.2,198.6,1353.2,2021,Sep,Gold,98.2,1557,NO
115040,SKU_1806,Wireless Mouse,18,2024-12-19 09:00:00,50.04,40553.0,Portugal,0.45,Credit Card,5.34,Electronics,In-store,Returned,UPS,Paris,High,1806,495.4,490.1,900.7,495.4,405.3,500.7,2024,Dec,Silver,98.9,372,NO
115050,SKU_1445,Wall Clock,49,2023-07-12 18:00:00,41.12,44611.0,Netherlands,0.37,Credit Card,14.13,Home Decor,In-store,Returned,FedEx,Berlin,High,1445,1269.4,1255.2,2014.9,1269.4,745.5,1283.5,2023,Jul,Gold,98.9,898,NO
115060,SKU_1762,Wireless Mouse,12,2025-08-15 23:00:00,88.66,11146.0,Norway,0.25,Bank Transfer,21.76,Electronics,Online,Not Returned,UPS,Rome,Medium,1762,797.9,776.2,1063.9,797.9,266.0,819.7,2025,Aug,Gold,97.3,132,NO
115063,SKU_1130,White Mug,13,2022-11-25 14:00:00,20.25,69588.0,Sweden,0.3,Bank Transfer,9.0,Home & Kitchen,Online,Not Returned,FedEx,Rome,Low,1130,184.3,175.3,263.2,184.3,79.0,193.3,2022,Nov,Bronze,95.1,1127,NO
115064,SKU_1463,Office Chair,47,2022-05-26 13:00:00,90.56,23848.0,Netherlands,0.26,Credit Card,23.56,Furniture,Online,Not Returned,DHL,Rome,Medium,1463,3149.7,3126.1,4256.3,3149.7,1106.6,3173.2,2022,May,Platinum,99.3,1310,NO
115091,SKU_1906,Backpack,10,2023-06-08 18:00:00,14.34,18505.0,United Kingdom,0.28,Credit Card,7.34,Accessories,In-store,Not Returned,DHL,Rome,High,1906,103.2,95.9,143.4,103.2,40.2,110.6,2023,Jun,Bronze,92.9,932,NO
