InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
109218,SKU_1300,Headphones,32,02-07-2022 06:00,25.45,66103,Spain,0.43,Credit Card,15.12,Electronics,In-store,Not Returned,UPS,London,Medium
109251,SKU_1851,Headphones,39,07-09-2024 17:00,95.45,92591,Spain,0.14,Bank Transfer,12.86,Furniture,Online,Not Returned,UPS,Paris,Low
109275,SKU_1918,Wireless Mouse,23,07-06-2023 02:00,28.98,49063,Netherlands,0.32,paypall,14.3,Furniture,In-store,Not Returned,UPS,Amsterdam,High
109290,SKU_1686,USB Cable,4,22-03-2022 11:00,42.08,90119,France,0.36,Credit Card,9.17,Apparel,Online,Not Returned,DHL,Amsterdam,Low
109297,SKU_1421,White Mug,16,22-08-2022 14:00,53.04,49660,United Kingdom,0.01,paypall,25.93,Furniture,In-store,Returned,FedEx,Rome,High
109304,SKU_1656,Wall Clock,28,19-05-2021 21:00,95.02,50044,Spain,0.02,Bank Transfer,9.89,Stationery,Online,Not Returned,DHL,Berlin,Medium
109304,SKU_1862,Headphones,14,10-09-2021 07:00,11.11,47724,Norway,0.11,Credit Card,19.58,Furniture,In-store,Returned,DHL,London,Medium
109319,SKU_1611,Notebook,12,26-07-2023 23:00,23.18,51858,Italy,0.46,paypall,9.74,Furniture,In-store,Returned,Royal Mail,Rome,High
109337,SKU_1678,Headphones,38,05-02-2020 19:00,42.07,75747,Norway,0.29,Credit Card,21.44,Electronics,Online,Not Returned,DHL,London,Low
109387,SKU_1252,Backpack,12,04-12-2021 16:00,6.94,29880,United Kingdom,0.36,Credit Card,29.6,Stationery,Online,Not Returned,UPS,London,High
109399,SKU_1764,USB Cable,24,25-06-2021 21:00,12.4,75859,Sweden,0.23,Bank Transfer,14.35,Accessories,In-store,Not Returned,FedEx,London,High
109402,SKU_1536,Wireless Mouse,21,09-03-2023 19:00,25.81,10914,Spain,0.23,Bank Transfer,13.17,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low
109404,SKU_1388,Notebook,16,16-12-2021 20:00,5.49,46726,Belgium,0.42,paypall,21.2,Apparel,Online,Not Returned,UPS,Amsterdam,Low
109422,SKU_1898,Desk Lamp,15,18-07-2021 12:00,22.7,31410,Spain,0.48,Bank Transfer,17.39,Electronics,In-store,Not Returned,UPS,London,High
109431,SKU_1782,Backpack,12,05-06-2024 06:00,63.23,49381,Germany,0.12,Credit Card,22.29,Furniture,In-store,Not Returned,FedEx,Berlin,High
109435,SKU_1531,Blue Pen,18,24-01-2020 19:00,87.23,38061,Australia,0.05,paypall,13.59,Furniture,Online,Not Returned,DHL,London,Medium
109443,SKU_1001,White Mug,36,12-10-2024 22:00,92.01,96971,Netherlands,0.4,Bank Transfer,10.66,Stationery,Online,Not Returned,DHL,London,Low
109453,SKU_1578,Headphones,49,21-07-2024 01:00,36.92,75953,United Kingdom,0.39,paypall,25.35,Apparel,Online,Not Returned,DHL,Rome,Low
109470,SKU_1950,Backpack,23,27-10-2021 04:00,19.74,66796,Portugal,0.37,paypall,11.65,Apparel,Online,Not Returned,DHL,Rome,High
109472,SKU_1885,Office Chair,26,05-02-2021 22:00,34.7,85721,Spain,0.3,Bank Transfer,22.16,Apparel,Online,Not Returned,FedEx,Rome,Low
109491,SKU_1234,Wall Clock,2,10-05-2021 12:00,9.97,93183,United Kingdom,0.45,Bank Transfer,9.77,Furniture,In-store,Not Returned,DHL,Paris,High
109495,SKU_1768,Office Chair,2,12-06-2023 21:00,47.13,56316,United Kingdom,0.39,Bank Transfer,20.8,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium
109503,SKU_1635,Wireless Mouse,1,09-05-2020 22:00,23.47,25171,Sweden,0.09,Bank Transfer,26.73,Accessories,In-store,Not Returned,FedEx,Rome,High
109525,SKU_1115,Wall Clock,26,19-10-2024 00:00,62.38,61087,France,0.19,paypall,23.65,Stationery,Online,Not Returned,DHL,London,High
109527,SKU_1288,Notebook,34,21-04-2025 08:00,71.15,44594,United States,0,Bank Transfer,7.76,Furniture,In-store,Not Returned,FedEx,London,High
109529,SKU_1214,Notebook,47,19-10-2022 12:00,76.37,62285,France,0.36,Credit Card,18.7,Electronics,Online,Not Returned,DHL,Paris,High
109540,SKU_1631,Headphones,2,26-01-2020 07:00,93.13,90923,United States,0.17,Credit Card,14.53,Furniture,In-store,Not Returned,UPS,Amsterdam,High
109554,SKU_1086,Notebook,21,27-05-2024 16:00,68.19,53334,United Kingdom,0.35,Bank Transfer,9.13,Electronics,In-store,Not Returned,FedEx,London,High
109583,SKU_1243,USB Cable,10,10-02-2021 19:00,36.51,21255,United Kingdom,0.31,paypall,19.81,Apparel,Online,Not Returned,Royal Mail,Berlin,Medium
109586,SKU_1210,Wireless Mouse,18,27-06-2022 01:00,72.99,90591,Belgium,0.36,Bank Transfer,19.38,Stationery,Online,Not Returned,UPS,Rome,Low
109637,SKU_1559,Notebook,18,04-12-2020 21:00,19.09,83209,Portugal,0.28,paypall,17.8,Furniture,Online,Not Returned,Royal Mail,Rome,High
109646,SKU_1537,Wireless Mouse,48,12-07-2024 02:00,52.03,94690,United Kingdom,0.19,Credit Card,22.52,Apparel,Online,Not Returned,UPS,London,Low
109695,SKU_1317,Blue Pen,46,14-11-2021 11:00,84.21,11389,Spain,0.13,Bank Transfer,25.69,Accessories,In-store,Not Returned,Royal Mail,Paris,Medium
109703,SKU_1520,White Mug,22,22-03-2024 05:00,47.04,66926,Belgium,0.26,paypall,15.87,Accessories,In-store,Not Returned,UPS,Paris,High
109705,SKU_1213,White Mug,32,04-04-2023 04:00,73.96,85524,Italy,0.12,Credit Card,18.04,Accessories,Online,Returned,Royal Mail,Paris,Low
109726,SKU_1789,Notebook,37,24-10-2020 18:00,68.26,72494,Germany,0.38,Credit Card,18.69,Accessories,Online,Not Returned,Royal Mail,London,Low
109756,SKU_1211,Blue Pen,30,27-10-2022 11:00,28.68,32100,Italy,0.01,Credit Card,17.47,Apparel,Online,Not Returned,Royal Mail,London,Medium
109759,SKU_1075,Blue Pen,38,06-11-2021 02:00,81.75,33712,United Kingdom,0.11,Credit Card,20.82,Apparel,In-store,Not Returned,UPS,London,Low
109764,SKU_1795,Wireless Mouse,15,20-09-2023 08:00,66.07,81160,Portugal,0.33,Credit Card,7.64,Electronics,Online,Not Returned,UPS,Amsterdam,Low
109765,SKU_1489,T-shirt,42,13-02-2022 20:00,4.59,,Sweden,0.37,paypall,28.26,Apparel,Online,Not Returned,FedEx,,Low
109778,SKU_1735,T-shirt,35,07-07-2024 21:00,3.41,38891,Australia,0.21,Bank Transfer,20.27,Accessories,In-store,Not Returned,DHL,Rome,Medium
109779,SKU_1851,White Mug,31,24-07-2025 03:00,22.17,43892,Australia,0.24,Bank Transfer,18.52,Apparel,Online,Not Returned,UPS,Rome,Medium
109780,SKU_1887,Headphones,42,18-06-2022 19:00,68.98,48868,Belgium,0.09,Credit Card,10.69,Apparel,In-store,Not Returned,UPS,London,High
109795,SKU_1583,Headphones,1,29-05-2021 12:00,30.65,11257,Portugal,0.44,Credit Card,13.26,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High
109795,SKU_1466,White Mug,44,02-08-2023 16:00,75.37,77098,Italy,0.31,Credit Card,10.52,Accessories,Online,Not Returned,FedEx,Amsterdam,Low
109802,SKU_1826,Wall Clock,34,29-09-2024 12:00,68.89,51013,Netherlands,0.32,Credit Card,11.18,Accessories,In-store,Not Returned,UPS,London,High
109821,SKU_1664,Blue Pen,20,15-03-2024 01:00,70.66,15978,France,0.35,paypall,22.19,Electronics,Online,Not Returned,FedEx,Paris,Medium
109864,SKU_1825,USB Cable,19,29-09-2022 10:00,2.31,17398,Portugal,0.18,Credit Card,6.97,Stationery,Online,Returned,UPS,Berlin,Low
109879,SKU_1989,Headphones,19,08-04-2022 20:00,79.03,67476,United States,0.11,paypall,9.93,Stationery,Online,Not Returned,DHL,Rome,Low
109880,SKU_1775,Backpack,-8,25-05-2025 22:00,-56.6,,Germany,1.487992349,paypall,,Electronics,Online,Not Returned,UPS,,Medium
109885,SKU_1539,Notebook,24,09-06-2020 01:00,36.05,98518,United States,0.31,Credit Card,24.45,Stationery,In-store,Not Returned,DHL,Paris,High
109907,SKU_1782,Desk Lamp,32,28-04-2022 01:00,26.92,26654,Australia,0.39,Credit Card,9.88,Furniture,Online,Not Returned,FedEx,Paris,Medium
109921,SKU_1386,T-shirt,20,07-05-2021 08:00,40.49,83197,Spain,0.09,Bank Transfer,27.88,Furniture,In-store,Not Returned,UPS,Amsterdam,Low
109927,SKU_1970,White Mug,33,04-11-2020 22:00,9.02,90294,Norway,0.09,Credit Card,7.81,Furniture,In-store,Not Returned,FedEx,Paris,Medium
109958,SKU_1417,Wireless Mouse,3,26-08-2022 21:00,1.85,25302,Portugal,0.19,Bank Transfer,12.46,Stationery,In-store,Not Returned,UPS,Amsterdam,High
109966,SKU_1163,Notebook,4,14-02-2022 10:00,74.07,32380,Belgium,0.07,Credit Card,14.31,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
109990,SKU_1239,Notebook,31,08-06-2024 08:00,99.95,94499,Germany,0.17,Credit Card,13.04,Accessories,Online,Not Returned,FedEx,Amsterdam,High
110002,SKU_1632,USB Cable,15,13-02-2022 22:00,25.01,56472,Belgium,0.34,Credit Card,27.9,Apparel,Online,Not Returned,FedEx,Berlin,Low
110015,SKU_1945,Desk Lamp,45,22-12-2024 07:00,95.12,19528,France,0.46,paypall,28.48,Stationery,Online,Not Returned,FedEx,Amsterdam,High
110019,SKU_1251,White Mug,46,01-01-2023 21:00,16,28155,Sweden,0.37,paypall,5.47,Stationery,Online,Returned,FedEx,London,High
110031,SKU_1795,T-shirt,48,17-05-2025 19:00,28.31,11655,Australia,0.38,Credit Card,25.57,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium
110037,SKU_1916,Backpack,44,23-07-2025 21:00,17.94,65289,Australia,0.16,Credit Card,14.48,Apparel,In-store,Not Returned,FedEx,Rome,Medium
110067,SKU_1786,Desk Lamp,7,21-07-2025 20:00,80.43,90232,Norway,0.01,Credit Card,5.17,Furniture,In-store,Returned,FedEx,Rome,Low
110068,SKU_1106,Wireless Mouse,30,16-10-2020 01:00,97.56,96666,United States,0,Bank Transfer,27.83,Accessories,In-store,Not Returned,Royal Mail,London,Medium
110086,SKU_1843,Office Chair,44,15-02-2023 16:00,30.12,24512,United Kingdom,0.14,Bank Transfer,18.56,Furniture,In-store,Not Returned,FedEx,Rome,High
110091,SKU_1783,Blue Pen,16,20-02-2025 10:00,73.74,87853,France,0.29,Credit Card,26.09,Electronics,Online,Not Returned,UPS,London,Low
110101,SKU_1818,Office Chair,31,13-11-2022 23:00,60.76,70968,Spain,0.06,Credit Card,23.03,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
110111,SKU_1551,Wireless Mouse,12,16-12-2024 09:00,17.25,58673,Australia,0.24,paypall,11.53,Accessories,Online,Not Returned,Royal Mail,Rome,Medium
110165,SKU_1185,Notebook,-40,13-05-2023 22:00,35.11,,Spain,0.5,Bank Transfer,,Furniture,In-store,Not Returned,FedEx,,High
110200,SKU_1851,White Mug,15,13-11-2024 01:00,74.64,46133,Spain,0.44,paypall,25.77,Stationery,In-store,Not Returned,DHL,London,Low
110204,SKU_1985,Headphones,44,30-10-2021 22:00,94.03,,Norway,0.48,Credit Card,8.65,Stationery,In-store,Not Returned,FedEx,,High
110207,SKU_1809,Desk Lamp,40,01-07-2020 18:00,15.5,81804,United Kingdom,0.21,paypall,13.6,Stationery,In-store,Not Returned,UPS,Berlin,Medium
110207,SKU_1297,Office Chair,37,25-06-2021 05:00,37.8,91965,Germany,0.12,Credit Card,13.32,Accessories,Online,Not Returned,DHL,Rome,Low
110207,SKU_1793,USB Cable,28,17-06-2025 22:00,32.78,41171,Italy,0.31,paypall,18.35,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
110234,SKU_1653,Notebook,17,24-09-2024 02:00,26.85,88148,Belgium,0.08,paypall,22.63,Accessories,In-store,Not Returned,UPS,Rome,Medium
110236,SKU_1786,Wireless Mouse,5,19-12-2021 03:00,42.91,99082,United States,0.04,Credit Card,24.29,Furniture,Online,Not Returned,FedEx,Paris,Low
110248,SKU_1038,Office Chair,36,23-05-2024 23:00,68.87,28050,Netherlands,0.3,paypall,10.27,Apparel,In-store,Returned,DHL,Amsterdam,High
110270,SKU_1289,T-shirt,20,19-02-2023 13:00,95.31,92002,Belgium,0.5,Credit Card,24.82,Furniture,Online,Not Returned,DHL,Paris,Medium
110272,SKU_1525,Notebook,46,25-02-2023 07:00,73.53,79703,Germany,0.23,Bank Transfer,12.19,Accessories,Online,Not Returned,UPS,London,Medium
110300,SKU_1612,Backpack,18,30-07-2023 02:00,58.65,22867,Germany,0.41,paypall,15.7,Stationery,In-store,Not Returned,UPS,Rome,High
110360,SKU_1179,White Mug,30,17-09-2021 10:00,13.15,47822,Italy,0.5,Bank Transfer,23.16,Electronics,In-store,Not Returned,UPS,London,Low
110370,SKU_1715,Wall Clock,44,20-07-2024 07:00,64.01,69279,Portugal,0.12,Bank Transfer,19.7,Apparel,In-store,Not Returned,UPS,Paris,Medium
110372,SKU_1068,Blue Pen,48,29-09-2022 22:00,81.67,72388,Italy,0.18,Bank Transfer,17.28,Apparel,Online,Not Returned,UPS,Berlin,Medium
110447,SKU_1106,T-shirt,42,07-02-2025 15:00,18.44,20586,Australia,0.44,Bank Transfer,8.88,Electronics,Online,Not Returned,Royal Mail,London,Medium
110485,SKU_1335,White Mug,12,01-08-2023 15:00,9.89,73060,Netherlands,0.01,Bank Transfer,15.24,Furniture,In-store,Not Returned,UPS,London,Medium
110514,SKU_1074,Headphones,29,16-04-2021 11:00,97.17,11429,Belgium,0.17,paypall,26.98,Electronics,In-store,Not Returned,Royal Mail,Berlin,High
110518,SKU_1643,White Mug,13,15-12-2023 01:00,7.28,66967,Portugal,0.46,Bank Transfer,8.74,Electronics,Online,Not Returned,Royal Mail,Rome,High
110547,SKU_1065,White Mug,4,16-10-2021 06:00,72.03,44897,United States,0.35,Credit Card,25.92,Accessories,Online,Not Returned,FedEx,Rome,High
110564,SKU_1629,Desk Lamp,21,02-09-2021 03:00,55.62,,Italy,0.25,Credit Card,26.83,Electronics,In-store,Not Returned,DHL,London,Low
110567,SKU_1242,USB Cable,10,08-09-2021 15:00,26.58,25059,Australia,0.23,Bank Transfer,20.22,Electronics,In-store,Not Returned,UPS,Rome,Medium
110589,SKU_1424,Desk Lamp,15,06-10-2020 00:00,37.93,99423,Spain,0.17,paypall,12.3,Furniture,Online,Not Returned,UPS,Amsterdam,High
110623,SKU_1971,Backpack,24,03-10-2024 22:00,83.56,39942,Norway,0.35,paypall,16.04,Furniture,In-store,Not Returned,DHL,London,Low
110633,SKU_1037,Wireless Mouse,12,11-04-2023 13:00,81.24,99212,Spain,0.16,paypall,6.9,Furniture,In-store,Not Returned,UPS,London,High
110638,SKU_1504,Blue Pen,36,13-08-2021 09:00,12.98,16508,United States,0.5,paypall,17.09,Stationery,In-store,Not Returned,Royal Mail,Paris,Low
110651,SKU_1590,Wireless Mouse,26,15-06-2020 23:00,30.66,15802,Italy,0.3,paypall,27.92,Electronics,In-store,Returned,Royal Mail,Amsterdam,Low
110662,SKU_1724,Headphones,39,17-01-2022 11:00,94.67,56483,Australia,0.23,Credit Card,7.6,Stationery,In-store,Not Returned,UPS,Amsterdam,High
110687,SKU_1345,Headphones,32,21-09-2023 09:00,65.28,85723,Belgium,0.09,Bank Transfer,22.99,Apparel,In-store,Not Returned,DHL,Rome,Medium
110699,SKU_1040,Wall Clock,41,26-04-2020 18:00,72.89,56019,Australia,0.09,Credit Card,23.55,Apparel,Online,Not Returned,UPS,Rome,Medium
110712,SKU_1274,Wireless Mouse,47,18-01-2022 04:00,9.82,99389,Portugal,0.02,Bank Transfer,13.36,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
110728,SKU_1101,Desk Lamp,15,09-08-2022 15:00,90.51,36215,France,0.02,Credit Card,6.92,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
110737,SKU_1084,Wireless Mouse,28,13-02-2021 21:00,22.11,65344,Germany,0.39,Bank Transfer,7.05,Stationery,Online,Not Returned,FedEx,Rome,Medium
110749,SKU_1022,Wall Clock,-7,05-05-2020 01:00,54.51,,France,0.47,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Medium
110771,SKU_1361,Notebook,40,15-03-2024 10:00,50.41,59695,Germany,0.43,Bank Transfer,6.17,Apparel,Online,Not Returned,FedEx,Paris,Medium
110785,SKU_1534,Wall Clock,8,26-11-2020 22:00,35.12,27668,Sweden,0.49,Bank Transfer,11.94,Electronics,In-store,Not Returned,FedEx,London,Medium
110794,SKU_1074,Headphones,21,18-04-2021 11:00,46.52,84526,United States,0.06,paypall,13.76,Accessories,In-store,Not Returned,UPS,Berlin,High
110856,SKU_1973,White Mug,20,02-11-2023 16:00,58.7,64847,Australia,0.28,Credit Card,17.81,Electronics,In-store,Not Returned,DHL,Berlin,Medium
110910,SKU_1355,Notebook,1,23-09-2022 03:00,50.96,19646,Norway,0.45,paypall,10.3,Stationery,In-store,Returned,Royal Mail,Paris,Low
110934,SKU_1694,Wireless Mouse,13,14-06-2022 17:00,67.91,,Spain,0.28,Credit Card,25.85,Accessories,In-store,Not Returned,UPS,Paris,High
110944,SKU_1930,Desk Lamp,7,09-05-2025 22:00,89.67,26295,Belgium,0.21,paypall,7.61,Accessories,In-store,Not Returned,UPS,Rome,Medium
110960,SKU_1164,USB Cable,4,24-05-2022 09:00,42.93,42368,Portugal,0.03,Credit Card,5.66,Apparel,Online,Not Returned,DHL,Berlin,Low
111002,SKU_1585,Wireless Mouse,2,13-04-2022 23:00,98.51,57355,Portugal,0.48,paypall,23.39,Apparel,Online,Returned,UPS,Amsterdam,Medium
111009,SKU_1560,Blue Pen,40,29-05-2021 21:00,28.08,81023,Portugal,0.01,Credit Card,12.51,Accessories,Online,Not Returned,FedEx,Berlin,Medium
111017,SKU_1543,Wireless Mouse,48,28-03-2021 21:00,28.21,26757,Sweden,0.33,Bank Transfer,8.03,Stationery,Online,Not Returned,FedEx,Paris,Medium
111023,SKU_1958,Desk Lamp,22,05-02-2020 13:00,47.37,,Australia,0.21,Bank Transfer,26.19,Apparel,In-store,Not Returned,Royal Mail,,Low
111046,SKU_1707,Blue Pen,23,10-03-2020 01:00,95.65,64254,Portugal,0.39,paypall,16.4,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium
111093,SKU_1973,USB Cable,4,28-08-2022 13:00,48.46,34839,Italy,0.11,Bank Transfer,25.38,Accessories,Online,Not Returned,DHL,Amsterdam,High
111094,SKU_1381,Wireless Mouse,46,02-09-2020 17:00,76.35,80139,Portugal,0,Credit Card,7.82,Accessories,Online,Not Returned,DHL,Berlin,Medium
111116,SKU_1605,Wireless Mouse,5,23-01-2023 11:00,57.61,89355,United Kingdom,0.03,Credit Card,29.79,Accessories,Online,Not Returned,FedEx,Amsterdam,Low
111160,SKU_1593,Wall Clock,17,16-10-2022 10:00,76.5,49984,Italy,0.08,Credit Card,19.21,Stationery,Online,Not Returned,DHL,Amsterdam,Medium
111164,SKU_1320,Backpack,16,24-06-2025 16:00,82.48,84905,Norway,0.1,Credit Card,17.89,Furniture,Online,Not Returned,UPS,London,Low
111171,SKU_1241,Wireless Mouse,9,08-08-2022 09:00,29.02,49140,Norway,0.02,paypall,9.73,Accessories,In-store,Not Returned,FedEx,London,Medium
111179,SKU_1895,Wireless Mouse,31,24-05-2024 15:00,86.4,76839,United States,0.06,paypall,17.43,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
111204,SKU_1532,Backpack,-36,04-08-2024 15:00,-56.7,,Netherlands,1.205139636,Credit Card,,Furniture,Online,Not Returned,UPS,,Medium
111227,SKU_1665,White Mug,24,22-07-2023 05:00,58.56,61547,Germany,0.46,Bank Transfer,6.67,Stationery,In-store,Not Returned,Royal Mail,Rome,High
111231,SKU_1193,Wall Clock,15,17-05-2023 17:00,45.47,11326,France,0.22,Bank Transfer,16.39,Apparel,Online,Not Returned,UPS,Berlin,Low
111242,SKU_1302,Backpack,42,04-06-2025 02:00,43.86,44497,Sweden,0.14,paypall,15.52,Electronics,Online,Returned,FedEx,Berlin,Low
111282,SKU_1998,T-shirt,20,18-07-2023 10:00,2.73,70145,Netherlands,0.3,paypall,29.5,Stationery,Online,Not Returned,FedEx,London,Low
111290,SKU_1415,Office Chair,14,21-03-2023 18:00,4.7,82489,Spain,0.22,Credit Card,22.41,Apparel,In-store,Not Returned,DHL,Berlin,Medium
111303,SKU_1274,Backpack,17,22-03-2020 08:00,87.55,68592,United Kingdom,0.11,Credit Card,12.74,Apparel,In-store,Not Returned,DHL,Rome,Medium
111320,SKU_1930,White Mug,12,22-01-2023 11:00,37.47,81113,United Kingdom,0.43,Credit Card,7.4,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium
111344,SKU_1096,Blue Pen,20,12-03-2020 20:00,99.96,34335,France,0.36,Credit Card,17.99,Electronics,In-store,Not Returned,FedEx,Paris,Medium
111350,SKU_1573,Blue Pen,36,01-11-2020 09:00,7.74,92829,Italy,0.43,Bank Transfer,19.74,Apparel,Online,Not Returned,Royal Mail,Amsterdam,High
111355,SKU_1159,Blue Pen,7,20-08-2025 06:00,94.22,50364,France,0.01,Credit Card,11.7,Accessories,Online,Not Returned,UPS,Berlin,Low
111357,SKU_1886,Blue Pen,23,29-01-2023 21:00,58.75,52127,France,0.41,paypall,16,Furniture,In-store,Not Returned,DHL,London,Low
111366,SKU_1435,USB Cable,32,04-06-2024 08:00,32.54,39351,Australia,0.23,Credit Card,15.6,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Low
111367,SKU_1899,Wall Clock,43,21-07-2024 19:00,17.71,53089,Norway,0.34,Credit Card,6.58,Furniture,In-store,Not Returned,DHL,Berlin,High
111390,SKU_1171,Backpack,46,30-06-2020 20:00,9.03,47056,France,0.39,Credit Card,8.52,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
111399,SKU_1402,Notebook,25,18-12-2022 20:00,37.83,42904,Portugal,0.45,Credit Card,20.65,Accessories,In-store,Not Returned,DHL,Paris,High
111465,SKU_1545,Backpack,33,13-06-2023 08:00,99.27,64312,Italy,0.23,paypall,28.42,Electronics,Online,Not Returned,DHL,London,High
111516,SKU_1105,Blue Pen,27,30-11-2020 08:00,38.65,48642,Netherlands,0.38,paypall,18.44,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
111549,SKU_1345,Notebook,24,22-12-2020 16:00,43.37,76031,Germany,0.12,paypall,15.29,Furniture,Online,Not Returned,FedEx,London,Low
111551,SKU_1050,Backpack,28,09-04-2025 04:00,57.33,42066,Norway,0.46,Credit Card,11.4,Stationery,Online,Not Returned,DHL,London,Medium
111593,SKU_1908,Blue Pen,24,28-02-2025 01:00,56.71,25974,Belgium,0.19,paypall,26.83,Stationery,In-store,Not Returned,FedEx,Rome,High
111598,SKU_1385,Desk Lamp,48,05-07-2024 21:00,64.65,50243,Germany,0.41,paypall,22.14,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low
111618,SKU_1491,USB Cable,5,03-11-2020 10:00,61.84,92531,Belgium,0.28,Credit Card,20.69,Electronics,Online,Not Returned,Royal Mail,Paris,Medium
111624,SKU_1457,Headphones,47,22-04-2025 03:00,88,47299,Spain,0.29,paypall,24.34,Accessories,Online,Not Returned,DHL,Paris,High
111675,SKU_1900,USB Cable,34,01-01-2023 15:00,83.39,79342,Italy,0.02,paypall,17.06,Furniture,In-store,Not Returned,FedEx,London,Low
111683,SKU_1672,USB Cable,25,04-10-2023 15:00,84.47,60787,Norway,0.13,Credit Card,24.46,Furniture,In-store,Not Returned,DHL,Rome,Medium
111690,SKU_1961,T-shirt,31,24-04-2025 02:00,89.49,54576,United Kingdom,0.47,Bank Transfer,23.49,Accessories,In-store,Not Returned,DHL,Rome,Medium
111721,SKU_1695,Blue Pen,2,21-04-2023 12:00,36.32,43530,Germany,0.1,paypall,18.52,Furniture,Online,Not Returned,Royal Mail,Berlin,High
111745,SKU_1631,Wall Clock,21,27-03-2020 02:00,62.94,21211,Netherlands,0.02,Credit Card,8.58,Accessories,In-store,Not Returned,DHL,London,High
111755,SKU_1150,Blue Pen,36,14-01-2022 13:00,77.09,82099,Australia,0.18,Credit Card,12.67,Accessories,Online,Not Returned,UPS,Rome,Medium
111780,SKU_1305,Office Chair,28,22-01-2023 19:00,24.03,42006,Spain,0.23,Bank Transfer,28.69,Accessories,In-store,Not Returned,Royal Mail,London,High
111801,SKU_1874,Wireless Mouse,19,29-11-2023 18:00,76.56,97741,Portugal,0.48,Bank Transfer,11.2,Accessories,In-store,Not Returned,FedEx,London,High
111809,SKU_1565,USB Cable,17,06-06-2023 09:00,96.8,22825,Belgium,0.49,Bank Transfer,8.05,Apparel,In-store,Not Returned,UPS,Amsterdam,High
111817,SKU_1551,Office Chair,10,01-06-2023 07:00,5.15,58201,France,0.37,Credit Card,5.88,Accessories,In-store,Not Returned,DHL,Rome,Low
111829,SKU_1015,Wireless Mouse,12,17-08-2023 11:00,39.49,14725,Belgium,0.2,Bank Transfer,18.13,Furniture,Online,Returned,Royal Mail,Paris,Medium
111865,SKU_1659,Notebook,41,01-11-2024 02:00,81.82,34679,United Kingdom,0.29,Credit Card,12.72,Electronics,In-store,Not Returned,DHL,Amsterdam,High
111952,SKU_1939,Wireless Mouse,30,09-02-2022 08:00,38.86,75615,Belgium,0.19,paypall,12.1,Electronics,In-store,Not Returned,Royal Mail,Rome,Low
111955,SKU_1892,Headphones,41,05-04-2023 05:00,10.2,11018,Italy,0.15,Credit Card,23.33,Accessories,In-store,Returned,Royal Mail,London,Low
111957,SKU_1046,White Mug,2,17-06-2022 21:00,73.92,11211,Norway,0.3,paypall,8.63,Accessories,Online,Not Returned,Royal Mail,Rome,Medium
111962,SKU_1609,White Mug,32,11-12-2020 04:00,45.18,67277,Italy,0.28,Credit Card,6.19,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
111981,SKU_1988,Blue Pen,49,29-01-2025 14:00,49.05,74734,Italy,0.29,paypall,18.47,Stationery,In-store,Not Returned,FedEx,Rome,High
111984,SKU_1545,Backpack,49,17-10-2020 09:00,93.57,97147,Italy,0.31,Bank Transfer,14.41,Stationery,Online,Not Returned,DHL,London,High
111990,SKU_1528,Backpack,18,27-05-2024 08:00,85.07,33360,Italy,0.24,paypall,10.53,Furniture,Online,Not Returned,DHL,Rome,Low
112015,SKU_1656,T-shirt,-36,25-06-2025 06:00,-95.84,,Germany,0.23,paypall,,Accessories,Online,Not Returned,Royal Mail,,High
112026,SKU_1686,Blue Pen,10,24-08-2021 04:00,1.99,65516,United Kingdom,0.45,Credit Card,15.04,Accessories,Online,Returned,FedEx,Berlin,High
112097,SKU_1768,USB Cable,9,05-11-2024 12:00,96.92,42412,United States,0.29,Bank Transfer,10.08,Apparel,In-store,Not Returned,UPS,Paris,Low
112100,SKU_1915,Notebook,13,15-09-2020 13:00,3.17,72130,Belgium,0.06,Credit Card,16.04,Furniture,In-store,Not Returned,DHL,Berlin,Medium
112115,SKU_1639,Backpack,23,11-04-2020 20:00,41.62,80757,Belgium,0.19,Credit Card,22.52,Stationery,In-store,Not Returned,FedEx,London,High
112120,SKU_1973,USB Cable,34,15-05-2021 15:00,62.91,14472,Australia,0.23,Bank Transfer,29.16,Apparel,In-store,Not Returned,UPS,London,Low
